congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.319,-0.223,-108.48873,0.84736,655,38,,-0.277,-0.113
116,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.392,-0.21,-104.76718,0.85464,667,38,,-0.38,-0.333
116,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.512,-0.457,-68.94361,0.89094,597,23,,-0.625,-0.759
116,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.769,-0.308,-14.30268,0.96636,418,4,,-0.792,-0.434
116,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.245,-0.186,-106.3063,0.85267,667,47,,-0.296,-0.027
116,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.013,-115.53065,0.83413,637,58,,-0.397,-0.108
116,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.285,-0.379,-135.78494,0.75624,486,71,,-0.476,-0.367
116,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.396,-0.059,-81.61919,0.88401,662,37,,-0.413,-0.032
116,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.379,0.355,-28.38722,0.95833,667,8,,0.364,0.196
116,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.402,0.385,-21.24392,0.96813,656,8,,0.363,0.38
116,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.421,0.259,-31.08213,0.95359,654,11,,0.341,0.156
116,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,0.687,-0.347,-79.38255,0.88732,664,37,,0.618,-0.383
116,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.567,-0.094,-63.25814,0.90821,657,31,,0.58,-0.214
116,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.215,0.144,-87.63358,0.87314,646,34,,-0.237,0.158
116,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.463,0.314,-25.33734,0.96136,643,8,,0.48,0.486
116,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.742,-0.218,-38.31006,0.94225,644,15,,0.717,-0.012
116,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.285,0.284,-66.97125,0.90406,664,22,,-0.321,0.339
116,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.368,0.323,-63.71961,0.9085,664,27,,-0.354,0.337
116,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.237,-0.143,-83.4123,0.88145,661,35,,-0.216,-0.036
116,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.231,-0.033,-77.87983,0.88995,668,30,,-0.214,0.006
116,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.124,-122.74228,0.83123,664,52,,-0.382,-0.125
116,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.591,-0.257,-52.72622,0.87849,407,28,,-0.551,-0.382
116,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.328,-0.022,-120.83406,0.82868,643,55,,-0.393,-0.015
116,Senate,29924,66,0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.453,0.161,-82.54995,0.88176,656,36,,-0.435,0.04
116,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.359,-0.404,-104.66504,0.85497,668,42,,-0.416,-0.387
116,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.475,-0.421,-88.79754,0.8548,566,49,,-0.654,-0.349
116,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.446,-0.053,-25.82772,0.95659,582,5,,0.342,0.189
116,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.437,0.069,-35.89722,0.94487,633,15,,0.426,0.202
116,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.39,0.296,-22.1144,0.9666,651,8,,0.373,0.247
116,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.351,0.341,-24.03249,0.96408,657,10,,0.371,0.274
116,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.368,-0.233,-29.70928,0.95592,659,8,,0.314,0.104
116,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.428,-0.11,-138.07474,0.81046,657,59,,-0.374,-0.106
116,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.553,0.042,-46.13784,0.93138,649,27,,0.617,-0.005
116,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.584,0.151,-34.05417,0.9503,668,14,,0.687,0.296
116,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.33,-0.476,-125.58632,0.82625,658,67,,-0.376,-0.627
116,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.44,-0.742,-75.541,0.89231,663,28,,-0.409,-0.724
116,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.64,-0.3,-58.90365,0.9122,641,20,,0.707,-0.107
116,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.315,0.193,-100.51823,0.8603,668,48,,-0.339,0.197
116,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.367,-0.171,-119.88617,0.83526,666,61,,-0.313,-0.076
116,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.355,-0.078,-127.48493,0.81251,614,51,,-0.291,0.019
116,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.64,-0.0,-42.73515,0.93748,662,19,,0.557,0.093
116,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.403,-0.17,-30.15268,0.95384,638,8,,0.325,-0.006
116,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.413,0.138,-25.80471,0.962,666,11,,0.394,0.28
116,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.391,0.129,-39.24865,0.93468,581,20,,0.437,0.388
116,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.622,0.137,-44.13852,0.93493,656,18,,0.695,0.164
116,Senate,40304,54,0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-28.71808,0.94821,540,9,,0.322,-0.086
116,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.49,-0.011,-37.91853,0.94425,661,16,,0.44,0.093
116,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.838,-0.273,-49.73091,0.9241,630,25,,0.908,-0.418
116,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.913,-0.408,-118.5729,0.8351,658,71,,0.91,-0.414
116,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.315,0.451,-85.50896,0.879,663,42,,0.39,0.705
116,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.12,-117.22126,0.83429,647,67,,-0.279,-0.04
116,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.529,-0.392,-41.84206,0.86818,296,21,,-0.775,-0.467
116,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.202,-0.035,-76.69805,0.88886,651,28,,-0.222,-0.019
116,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.243,-0.056,-85.14835,0.87792,654,33,,-0.255,0.005
116,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.304,-0.42,-107.51031,0.84968,660,42,,-0.36,-0.36
116,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.352,-0.311,-86.80121,0.87129,630,35,,-0.4,-0.275
116,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.266,0.063,-27.70868,0.95704,631,4,,0.326,0.177
116,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.056,0.443,-70.83788,0.89749,655,22,,-0.052,0.388
116,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.493,-0.139,-133.29607,0.81861,666,65,,-0.396,-0.001
116,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.594,-0.271,-49.60862,0.92575,643,24,,0.61,0.017
116,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.543,0.245,-29.86231,0.95628,668,17,,0.602,0.323
116,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,,0.545,0.199,-42.601,0.93551,639,16,,0.587,0.414
